Z1mass,Z2mass,pt4l,eta4l,massjj,detajj,HT,dRZ1Z2,target
81.26,40.45,166.3,0.5668,41.21,0.5999,141.8,0.354,0.0
89.36,18.25,33.31,-1.982,86.22,1.963,58.1,2.512,0.0
91.33,31.73,85.5,1.081,1083.0,5.97,121.9,0.5346,0.0
91.38,24.97,74.31,1.102,357.4,3.33,159.1,0.7633,0.0
90.36,23.62,128.8,2.362,41.68,0.4514,116.7,0.6907,0.0
90.69,31.07,127.9,0.6841,523.8,4.338,174.7,0.2124,0.0
88.73,33.22,164.7,-1.501,457.2,4.111000000000001,190.0,0.2564,1.0
87.32,24.91,70.68,0.09011,143.7,2.234,119.8,2.079,1.0
88.39,26.69,107.1,-2.4290000000000003,24.46,0.5563,64.95,0.746,0.0
89.7,17.22,21.88,2.471,195.4,3.9,55.63,2.8280000000000003,1.0
90.02,20.08,149.6,-0.4758,303.1,3.154,172.3,1.258,0.0
85.11,27.37,114.0,1.3019999999999998,818.1,5.078,132.3,0.9129,1.0
68.9,30.27,79.9,1.5419999999999998,324.8,2.48,176.9,1.097,1.0
72.98,37.24,42.92,-0.5262,452.4,4.638999999999999,115.0,2.4619999999999997,1.0
89.46,16.61,106.7,0.1259,462.4,4.761,115.9,0.9178,1.0
84.14,36.29,122.3,0.7653,253.4,2.853,146.8,0.5073,1.0
77.12,36.14,109.7,0.7142,1008.0,6.05,100.2,1.061,1.0
90.17,21.22,366.7,-0.9299,625.2,1.128,582.1,0.3616,0.0
92.87,29.67,99.4,0.2989,438.9,4.357,112.3,0.5742,1.0
90.81,28.99,47.45,-1.848,101.3,2.1519999999999997,98.79,1.276,0.0
84.78,36.09,59.42,-0.7425,117.8,2.345,76.47,0.9649,0.0
93.98,25.26,46.14,-1.44,366.6,3.8289999999999997,140.8,1.444,1.0
91.46,21.55,132.3,-1.785,113.5,1.589,163.3,0.5039,0.0
65.64,43.17,197.1,0.4123,74.53,0.8134,204.6,0.5939,0.0
71.2,20.41,76.28,0.1162,607.1,5.0489999999999995,100.1,1.8730000000000002,1.0
78.17,24.06,256.1,0.877,176.9,1.8530000000000002,181.9,0.6976,0.0
89.04,35.24,105.3,-1.6840000000000002,140.2,0.05844,179.8,0.2723,0.0
90.01,18.07,15.2,3.1710000000000003,611.0,4.928999999999999,103.3,2.929,1.0
90.8,13.21,119.6,-0.07812999999999999,472.0,3.888,179.2,1.5119999999999998,1.0
82.36,18.54,57.47,1.139,670.0,5.5,113.5,2.046,1.0
91.64,25.13,84.39,-0.6462,455.8,4.511,118.2,1.208,0.0
85.08,26.01,78.8,1.2819999999999998,169.0,2.153,146.0,2.9419999999999997,1.0
88.49,19.03,127.1,0.2244,245.9,3.165,141.0,1.271,0.0
91.48,23.72,153.8,-0.9902,774.4,4.342,217.7,0.6766,1.0
68.82,43.7,166.7,0.7404,320.0,2.517,188.5,0.5935,1.0
91.54,17.38,250.8,0.9395,51.39,0.2336,242.8,0.4765,0.0
92.19,30.4,92.74,-1.193,819.2,5.544,102.6,0.5663,1.0
90.87,21.57,96.58,1.4409999999999998,463.4,3.575,188.1,1.26,1.0
92.15,22.7,316.8,-0.2602,984.0,2.5469999999999997,646.3,0.1189,0.0
90.65,29.21,36.91,-1.474,15.26,0.05196,56.3,1.6580000000000001,0.0
67.23,49.92,140.9,1.406,385.2,3.451,173.2,0.2806,0.0
91.91,25.22,143.5,-0.1516,268.5,1.9409999999999998,203.0,0.7138,0.0
77.35,24.78,76.46,1.124,488.3,4.921,115.2,2.443,1.0
68.06,51.57,93.85,0.9711,117.5,2.039,111.0,0.6361,0.0
91.9,26.39,42.38,-1.6059999999999999,396.1,3.798,119.0,1.3359999999999999,0.0
92.37,31.41,82.27,-2.316,196.0,3.38,72.52,0.4061,0.0
91.49,28.44,30.57,2.5789999999999997,71.14,1.051,115.0,1.248,0.0
89.53,34.69,231.3,0.5361,353.0,2.988,271.2,0.1337,0.0
86.38,36.84,46.2,-1.655,96.92,2.45,54.94,0.8689,0.0
96.34,19.51,49.96,0.9168,201.2,1.492,194.6,1.021,1.0
90.62,32.87,122.4,-1.081,121.8,1.909,119.0,0.3319,1.0
90.87,26.41,93.16,1.743,954.1,6.436,81.4,0.4,1.0
87.47,34.34,179.7,0.1814,195.0,1.9709999999999999,223.5,0.1816,0.0
89.72,13.68,80.16,2.338,509.8,3.44,235.2,1.2570000000000001,0.0
91.14,19.43,81.46,1.181,294.8,4.532,62.02,1.0490000000000002,0.0
72.9,27.12,196.5,-0.08269,1571.0,6.426,169.8,1.167,0.0
92.63,22.31,26.21,-2.263,935.5,5.44,123.0,2.463,1.0
87.57,21.82,150.3,-1.557,91.14,1.185,140.6,0.9875,0.0
92.04,26.34,57.09,-1.2890000000000001,157.3,0.7225,240.8,2.943,1.0
72.17,32.77,82.27,1.8230000000000002,322.4,4.638999999999999,91.21,1.222,0.0
90.71,24.65,53.85,-0.2764,365.2,2.966,283.0,0.9238,0.0
76.6,33.6,65.62,-1.4769999999999999,233.2,3.71,75.51,1.469,1.0
90.1,21.75,19.7,-3.218,32.83,0.266,53.84,2.7760000000000002,0.0
89.2,23.35,77.51,-1.185,1021.0,6.081,101.5,1.028,0.0
92.21,20.54,120.2,-0.1074,1222.0,5.935,143.7,0.9687,1.0
77.77,27.63,108.3,-0.6765,141.4,0.4099,179.2,1.045,1.0
93.09,20.78,78.14,-0.5512,276.3,4.476,82.27,1.5219999999999998,0.0
88.87,33.05,123.0,2.123,147.8,2.05,130.7,0.4085,1.0
91.81,13.23,81.12,1.955,114.2,2.2640000000000002,76.58,1.4280000000000002,0.0
62.89,55.35,58.45,-0.314,294.1,4.967,49.5,1.171,1.0
92.51,21.23,342.2,-1.922,198.0,0.9025,359.4,0.1759,0.0
90.72,33.66,10.87,2.175,103.8,1.386,87.56,1.696,0.0
76.91,39.85,117.7,-2.496,56.73,0.9945,160.9,0.6491,0.0
57.58,46.54,71.52,-1.429,52.69,0.5915,73.31,1.554,0.0
89.91,19.68,103.7,-1.4469999999999998,1544.0,6.322,182.3,0.2181,1.0
91.48,12.14,90.08,0.609,246.7,2.772,162.1,0.769,0.0
89.81,25.06,100.0,-1.76,158.2,0.5533,178.5,0.8636,1.0
89.84,22.73,226.7,0.01013,125.0,1.7280000000000002,199.4,0.6804,0.0
88.88,28.87,58.42,0.4173,414.2,4.2989999999999995,95.61,1.599,1.0
87.13,25.87,79.44,0.8035,3299.0,7.688,143.4,0.954,1.0
91.34,19.57,82.73,-1.295,35.47,0.6671,84.03,0.5792,0.0
72.08,49.97,166.7,-0.1935,418.8,3.531,147.3,0.2609,0.0
90.74,32.04,94.2,0.6117,135.5,2.656,107.0,0.5174,0.0
69.32,37.13,21.63,2.824,428.8,4.926,73.68,2.767,0.0
90.66,20.9,171.1,-0.216,306.6,2.126,279.6,0.7834,1.0
82.5,25.78,28.49,-2.502,126.2,1.801,100.7,2.476,0.0
90.27,25.54,312.4,0.5548,240.3,2.18,276.0,0.3638,0.0
91.26,15.28,76.39,-0.03713,170.1,0.07603,242.9,1.3419999999999999,1.0
55.34,27.67,51.25,1.262,63.66,0.752,146.2,2.085,0.0
92.85,14.76,168.3,0.6792,402.0,2.741,230.7,0.4421,0.0
90.8,23.92,166.1,-2.123,25.4,0.4724,93.2,0.5445,0.0
49.16,30.41,86.52,-1.405,130.7,2.8169999999999997,66.42,1.475,0.0
91.22,26.25,35.15,0.06256,44.8,0.5524,46.92,2.322,0.0
93.38,24.6,41.5,0.6283,729.2,5.329,130.7,2.227,0.0
94.86,13.64,50.06,1.308,73.02,1.386,68.74,2.509,1.0
54.31,35.05,80.41,-0.5231,155.6,1.064,211.1,1.7380000000000002,0.0
90.69,16.69,228.9,0.3271,104.5,0.5356,308.0,0.6085,0.0
85.23,15.96,161.2,1.925,231.7,1.953,213.3,0.8752,1.0
90.24,21.71,197.4,-1.271,196.5,2.27,162.5,0.7522,0.0
87.77,34.46,235.3,-0.8727,50.06,0.036539999999999996,239.8,0.1609,0.0
83.3,36.05,122.0,0.8857,90.28,0.3917,160.0,0.4756,0.0
93.31,27.78,59.91,0.051789999999999996,31.4,0.2985,89.33,1.013,0.0
89.0,29.85,55.64,-2.298,99.85,2.0780000000000003,66.63,1.2,0.0
81.27,28.14,170.7,0.07801,340.9,2.7319999999999998,189.8,0.9303,1.0
58.06,44.88,57.74,-1.5419999999999998,718.6,4.541,164.9,3.4930000000000003,1.0
91.37,24.3,29.81,0.2638,107.5,2.099,67.38,2.057,0.0
90.46,31.71,100.7,-0.4905,61.66,1.0,101.0,0.09601,0.0
91.53,29.34,74.98,1.325,175.1,3.432,63.43,0.6716,0.0
85.85,16.99,77.96,1.5130000000000001,734.1,4.5760000000000005,181.6,1.5,1.0
91.66,25.01,141.9,1.308,894.7,5.691,130.2,0.7584,0.0
64.56,44.31,130.3,0.596,582.2,4.167,202.4,0.9012,1.0
96.19,26.23,1.234,3.762,71.71,1.3619999999999999,58.38,3.4819999999999998,0.0
91.86,19.29,231.7,0.2575,155.9,1.053,330.6,0.4628,1.0
83.27,35.01,56.45,-2.029,67.57,1.4069999999999998,69.9,1.28,0.0
84.83,17.75,159.3,-0.9711,1162.0,6.035,119.7,0.4268,1.0
91.75,30.9,235.3,0.125,347.4,1.8319999999999999,584.1,0.03902,1.0
91.87,24.17,153.2,1.136,2586.0,7.765,176.6,0.3896,1.0
86.28,31.5,57.64,1.115,204.0,3.7439999999999998,65.2,1.305,1.0
90.3,22.24,45.98,2.3609999999999998,248.6,2.972,118.4,1.952,1.0
69.65,40.38,248.1,-1.092,368.3,0.7051,451.0,0.4542,1.0
90.21,28.81,114.9,-0.1938,577.1,3.7539999999999996,183.9,0.6441,0.0
62.68,44.34,199.2,0.6736,57.5,0.5528,179.6,0.6535,0.0
88.32,36.54,212.7,-1.129,488.5,3.69,227.5,0.03776,1.0
91.48,19.71,73.8,1.291,34.33,0.020980000000000002,89.39,1.268,0.0
80.25,30.86,126.4,0.9744,124.1,1.237,160.9,0.9238,0.0
88.49,30.18,132.4,-0.0548,54.45,0.8479,113.7,0.1417,0.0
39.91,27.22,110.2,-1.324,36.78,0.2433,191.8,3.1839999999999997,1.0
64.71,56.1,15.29,-1.6980000000000002,133.8,2.929,84.56,3.1660000000000004,0.0
88.96,27.68,148.7,-1.089,463.6,3.678,239.2,0.3234,1.0
83.23,24.78,31.29,2.263,231.8,2.571,119.5,2.289,1.0
89.22,26.19,36.51,-0.7039,77.69,1.214,71.7,2.0140000000000002,0.0
91.82,28.09,56.52,-0.5797,275.2,3.965,80.65,0.6632,1.0
89.96,26.27,125.5,-1.1079999999999999,4215.0,8.603,177.1,0.4135,1.0
91.03,30.64,121.3,0.8893,1054.0,4.607,267.3,0.4702,1.0
91.56,25.75,27.09,-2.801,268.4,3.091,122.9,2.134,1.0
91.11,18.22,175.3,1.821,598.5,3.9389999999999996,258.7,0.6148,1.0
92.2,25.46,207.3,-0.02056,194.0,0.1268,267.6,0.2359,1.0
58.83,47.35,42.52,-1.286,91.91,0.8724,112.3,2.072,1.0
90.89,20.58,48.84,1.933,460.1,4.23,156.9,2.162,1.0
87.59,28.35,187.5,-1.07,1987.0,6.2,280.2,0.3325,1.0
62.24,40.19,150.7,-0.8342,853.4,4.019,269.0,0.5347,1.0
88.3,33.43,84.26,-2.061,419.0,5.035,68.97,0.7085,0.0
64.33,31.65,107.7,-1.7530000000000001,643.2,5.051,105.3,1.615,1.0
88.73,33.22,164.7,-1.501,457.2,4.111000000000001,190.0,0.2564,1.0
63.37,39.19,190.2,0.2109,66.61,0.6989,206.2,0.7349,0.0
91.63,25.72,53.31,-1.732,89.28,2.523,74.26,1.345,1.0
92.74,19.6,281.4,-0.6655,443.6,1.395,432.1,0.5696,0.0
90.68,24.75,76.2,2.39,1022.0,6.627999999999999,97.97,2.5140000000000002,1.0
88.39,20.89,174.7,-2.221,1278.0,5.092,240.4,1.193,1.0
88.14,27.36,154.5,2.345,246.2,2.2769999999999997,242.1,0.3843,0.0
91.62,33.03,175.9,0.1745,384.9,2.109,260.6,0.06062000000000001,0.0
91.27,30.45,87.63,-0.8689,168.6,0.478,311.6,0.6424,0.0
95.13,27.07,59.22,-1.3630000000000002,275.3,0.2536,329.0,1.018,1.0
92.23,31.0,68.5,-0.06265,1314.0,7.187,72.3,0.5399,1.0
91.92,32.86,38.44,2.266,33.93,0.3746,66.8,0.3595,0.0
90.09,26.79,56.74,2.461,209.1,2.926,92.61,1.423,1.0
91.28,20.74,285.7,0.5806,65.18,0.1935,345.8,0.3143,0.0
91.62,23.23,112.5,-0.2113,807.3,5.221,149.4,0.9499,1.0
88.49,30.84,80.35,1.1909999999999998,265.3,4.106,96.98,0.9354,0.0
91.21,18.12,139.3,1.92,602.7,4.812,171.5,2.583,0.0
90.34,14.81,187.7,0.6355,197.7,2.095,166.4,0.4311,0.0
96.66,14.55,278.8,2.021,69.47,0.426,294.8,0.2119,0.0
71.79,51.03,147.3,-0.06238,938.0,5.712999999999999,133.1,0.3116,1.0
85.76,18.16,123.7,-1.1909999999999998,55.29,0.5777,182.5,0.8766,0.0
87.47,17.43,32.02,-0.2886,667.0,5.917000000000001,70.5,2.928,1.0
89.63,28.22,121.3,-0.3363,356.3,3.7939999999999996,177.8,0.7705,1.0
89.69,21.3,49.62,-1.742,323.0,4.079,113.8,2.929,1.0
92.48,32.18,265.0,-0.1408,1114.0,3.6,506.2,0.07326,1.0
90.18,32.13,111.5,0.9251,1020.0,6.01,101.3,0.5572,1.0
91.11,30.7,166.8,0.4666,381.5,3.967,194.0,0.2812,0.0
92.59,23.64,99.95,0.06245,1494.0,6.182,189.8,0.8118,1.0
89.22,17.85,229.5,-1.7630000000000001,86.77,0.6344,216.2,0.6771,0.0
58.59,48.32,69.65,1.861,399.2,3.773,151.8,1.704,1.0
92.23,29.12,47.8,2.659,341.4,4.657,94.18,1.168,0.0
91.09,30.1,57.58,-1.214,68.48,1.7169999999999999,63.11,0.7104,0.0
91.74,27.73,187.6,-0.6927,739.7,5.148,143.0,0.3066,1.0
71.63,27.2,77.87,-0.7883,324.4,3.593,143.5,1.4040000000000001,1.0
94.61,12.28,258.2,1.798,2376.0,5.449,461.5,0.6001,0.0
87.62,36.92,121.6,-1.811,65.18,0.9329,143.6,0.1137,0.0
90.72,31.58,112.9,1.0759999999999998,238.0,2.793,153.7,0.1252,0.0
87.68,33.04,33.4,-0.8666,311.8,3.491,148.0,1.3130000000000002,1.0
87.33,32.93,353.8,-0.0003854,255.6,1.525,505.1,0.09617,0.0
90.77,30.45,120.9,0.08887,509.4,1.48,569.5,0.1854,0.0
53.8,53.01,42.07,-1.3230000000000002,70.87,0.5931,141.2,1.994,1.0
67.75,55.69,69.07,-2.167,634.4,4.328,262.8,0.4093,1.0
93.3,21.37,124.3,-1.585,163.9,1.5290000000000001,177.2,0.5338,0.0
75.85,21.63,89.28,1.733,504.0,5.043,86.38,1.556,1.0
86.01,23.52,142.0,1.5630000000000002,1458.0,5.587999999999999,191.0,0.378,1.0
90.3,29.03,62.99,2.602,208.6,3.475,73.61,1.051,0.0
89.6,15.51,43.04,-3.028,259.3,3.702,110.5,2.021,0.0
92.28,26.53,52.76,-1.913,118.8,1.062,147.5,1.2919999999999998,1.0
89.36,12.54,176.9,-0.04303,1522.0,5.78,227.3,1.584,1.0
89.96,23.32,87.54,-1.6340000000000001,415.2,1.986,285.2,0.7077,0.0
81.01,35.1,74.97,-0.961,21.21,0.5265,70.98,1.168,0.0
91.48,31.65,5.726,-0.8716,70.26,0.4112,96.57,3.005,0.0
46.21,31.1,101.9,-0.5933,594.9,4.923,118.8,2.083,0.0
57.98,55.98,103.9,-1.508,135.2,0.3884,218.3,0.4771,1.0
95.27,14.88,241.9,1.0959999999999999,359.7,2.23,281.2,0.7125,0.0
89.92,29.04,69.21,2.27,273.1,2.484,155.3,0.4748,1.0
91.49,28.93,58.66,1.1179999999999999,40.31,0.4955,65.16,0.8318,0.0
90.3,25.5,86.61,-0.9225,147.1,2.363,140.3,0.9118,0.0
63.28,47.26,100.5,1.2819999999999998,72.25,1.768,100.4,1.28,1.0
88.49,21.32,197.4,0.1539,59.47,0.7189,178.3,0.3762,0.0
91.53,18.94,14.06,1.992,322.5,3.69,143.6,1.178,1.0
91.23,26.03,30.8,2.79,508.4,3.472,173.2,1.922,0.0
89.75,26.48,73.75,-2.042,197.3,2.843,105.5,1.084,1.0
71.78,45.8,6.301,-4.209,87.04,2.1069999999999998,54.25,3.153,0.0
59.74,54.9,128.4,-1.042,149.2,1.6469999999999998,162.1,0.7553,0.0
89.44,33.83,23.18,-1.7269999999999999,1187.0,6.01,183.5,0.6828,1.0
91.06,22.17,101.7,-1.4280000000000002,426.1,3.8360000000000003,202.7,1.0,1.0
88.69,30.23,33.96,1.705,538.2,4.647,106.4,2.517,0.0
92.63,24.07,49.6,0.8088,169.9,0.9214,179.3,2.388,1.0
91.03,24.03,93.81,2.533,26.53,0.5164,84.49,0.7379,0.0
90.94,15.55,82.41,2.135,93.63,1.896,82.36,0.8946,1.0
90.72,33.32,13.14,3.432,267.9,1.903,261.3,1.136,1.0
77.37,44.28,64.33,0.3492,395.4,4.247,94.84,0.7919,0.0
89.1,30.64,139.0,-0.5543,1957.0,6.9110000000000005,155.5,0.4745,1.0
91.18,27.99,158.1,1.0859999999999999,253.1,3.202,139.0,0.556,1.0
54.56,32.35,84.56,-0.09068,104.8,0.4047,138.9,1.821,0.0
93.53,17.58,305.8,-1.538,62.12,0.3752,387.6,0.4733,0.0
68.79,43.87,19.58,-1.965,329.1,4.114,84.39,2.717,1.0
63.51,50.88,70.31,0.5446,71.66,1.953,58.92,1.3880000000000001,0.0
88.28,23.48,22.91,1.985,58.89,0.9854,62.77,1.9609999999999999,0.0
94.36,15.66,251.1,1.567,2476.0,5.517,315.6,0.2738,1.0
91.3,22.61,104.4,0.1357,38.11,0.8467,78.82,0.8506,0.0
91.67,31.34,57.6,1.93,466.5,3.362,173.7,0.8482,1.0
89.71,32.28,77.74,0.1124,1245.0,5.981,126.1,0.6257,0.0
50.7,27.34,201.7,-1.479,469.2,2.104,355.8,0.5246,1.0
91.52,17.94,173.4,0.9348,669.8,3.592,270.9,0.5844,1.0
63.46,40.49,119.0,-1.695,991.1,3.8089999999999997,371.9,1.209,1.0
90.87,14.77,36.72,1.3,195.0,2.046,125.2,2.15,1.0
85.98,28.0,122.3,-1.797,87.18,1.057,158.2,0.8884,0.0
61.53,38.31,58.77,-0.8381,272.9,0.9429,403.0,1.993,1.0
83.51,32.42,96.8,0.6612,118.1,1.911,103.4,0.9923,0.0
66.42,46.32,40.95,-0.8801,158.3,1.548,183.7,2.639,1.0
91.89,32.12,92.09,0.5527,583.3,4.696000000000001,135.2,0.396,1.0
91.8,27.7,52.76,0.2213,417.0,3.833,123.0,1.472,1.0
89.97,14.06,36.29,1.159,88.58,1.1179999999999999,110.6,2.501,1.0
84.66,22.47,131.0,0.7484,213.8,1.8719999999999999,168.1,1.32,1.0
90.87,27.07,32.73,2.4090000000000003,146.7,3.3680000000000003,56.25,2.14,0.0
91.27,27.51,76.97,-1.401,33.94,0.5538,99.38,1.5230000000000001,0.0
90.35,27.79,99.28,1.128,1670.0,6.456,161.3,0.9113,1.0
91.81,20.48,25.45,-2.1830000000000003,89.16,2.013,80.34,2.536,0.0
91.51,24.58,177.3,-1.995,427.6,3.5189999999999997,201.0,0.09573,0.0
65.3,52.04,11.88,-0.1108,868.3,4.878,150.4,3.077,1.0
92.44,25.45,116.7,-1.6969999999999998,120.4,1.521,140.6,1.29,0.0
87.81,29.81,163.3,-1.662,114.4,2.3080000000000003,132.4,0.5362,0.0
54.79,23.37,193.7,1.173,484.1,3.491,209.9,0.8872,0.0
63.05,23.94,92.14,-2.042,274.4,1.338,318.8,1.3459999999999999,0.0
62.82,43.53,27.09,1.946,107.2,2.739,52.01,2.85,0.0
88.87,23.16,103.0,1.186,102.8,1.507,93.05,0.5514,1.0
96.08,23.07,83.4,0.2419,33.41,0.6826,67.75,0.872,1.0
90.27,29.11,56.34,1.141,663.6,5.862,71.17,0.8515,1.0
92.2,21.47,23.52,3.1489999999999996,566.3,5.629,68.06,2.386,0.0
87.99,14.1,306.9,0.8062,337.1,1.993,308.7,0.8544,1.0
91.6,31.05,17.98,-2.428,125.6,1.6680000000000001,91.61,1.912,1.0
91.46,23.24,162.2,-0.6345,44.04,0.4613,172.4,0.3029,0.0
65.98,21.98,51.33,0.9788,35.52,0.7632,115.6,2.819,0.0
85.98,32.68,54.99,1.204,41.41,0.8749,55.87,2.0669999999999997,1.0
90.18,25.21,125.8,-1.952,553.4,4.805,113.2,0.2024,1.0
90.86,21.65,126.9,-1.8419999999999999,54.23,0.4225,138.8,0.8476,0.0
91.04,20.39,69.42,-1.296,193.2,3.36,96.42,1.5330000000000001,1.0
91.21,26.88,231.8,0.7257,329.8,2.657,250.5,0.3976,1.0
89.47,15.3,149.2,0.3349,63.27,0.247,146.4,0.5006,1.0
90.6,25.34,34.35,-2.241,121.1,0.9195,117.5,1.504,0.0
89.42,24.89,145.3,0.4753,432.5,3.503,153.6,0.7334,1.0
91.93,28.24,99.83,-1.3,941.6,5.6979999999999995,145.3,0.4025,0.0
94.63,15.78,74.87,0.2385,261.6,4.198,111.8,0.7295,1.0
89.92,27.55,92.8,-0.5635,249.4,3.488,92.55,0.8932,1.0
92.52,26.34,53.25,0.026639999999999997,386.0,4.206,99.17,1.308,1.0
94.63,15.78,74.87,0.2385,261.6,4.198,111.8,0.7295,1.0
88.83,26.69,79.49,1.052,179.0,2.339,146.4,4.379,1.0
84.4,21.93,192.8,0.2088,863.3,4.032,316.5,0.4121,0.0
88.2,18.61,63.8,1.548,57.29,0.803,122.0,1.6280000000000001,0.0
61.84,20.55,96.62,0.508,280.7,2.59,185.5,1.4580000000000002,1.0
89.63,20.61,61.25,-2.134,44.41,1.159,121.0,1.58,1.0
90.74,18.39,93.09,-1.411,388.5,3.6639999999999997,153.2,0.6177,0.0
89.01,14.88,53.24,-0.7229,863.4,6.0889999999999995,111.2,1.6840000000000002,1.0
80.17,30.92,35.06,2.897,250.2,3.352,92.01,2.097,1.0
89.83,33.08,116.5,1.465,39.37,0.8417,94.48,0.4411,0.0
90.97,31.03,57.37,1.8019999999999998,66.1,0.6898,93.86,0.9337,1.0
86.48,20.74,89.56,-1.396,31.24,0.7506,79.21,2.282,0.0
90.61,19.12,30.67,0.9366,173.1,2.635,111.9,3.488,0.0
65.41,22.39,194.9,-1.3219999999999998,1043.0,4.119,285.4,0.9536,1.0
91.95,26.98,136.8,-0.2269,25.09,0.4638,122.1,0.6212,0.0
90.29,27.73,86.36,1.554,145.5,2.265,108.7,0.9579,1.0
95.1,18.46,89.62,-0.1714,302.4,3.076,175.1,2.043,0.0
92.63,30.7,234.2,-1.7890000000000001,1086.0,4.927,218.9,0.1974,1.0
91.99,25.31,189.3,-0.888,95.87,1.15,187.9,0.6394,0.0
91.66,19.6,2.338,-4.106,304.3,3.889,89.3,3.81,0.0
89.92,13.93,84.11,0.3281,49.68,0.3792,281.9,0.3543,0.0
68.18,36.76,87.65,1.483,308.9,4.462,94.57,1.088,1.0
91.39,15.17,54.52,0.01401,380.9,4.5169999999999995,83.78,2.26,0.0
89.32,25.82,215.2,0.7259,210.6,1.8230000000000002,314.4,0.4377,0.0
65.56,50.91,190.7,0.6269,2334.0,6.044,237.9,0.09472,1.0
92.88,22.58,53.98,1.031,189.0,1.848,157.9,1.6230000000000002,1.0
90.34,28.24,51.99,2.253,132.4,2.135,111.4,0.5856,0.0
65.46,50.18,86.78,1.635,1162.0,6.465,94.21,1.315,1.0
62.25,21.71,87.32,0.1563,484.4,4.819,88.46,1.8230000000000002,1.0
91.34,27.31,103.4,-0.97,409.8,4.091,112.2,1.371,1.0
73.38,50.16,23.96,-2.873,659.2,3.593,265.6,1.02,1.0
88.94,27.7,103.2,0.7814,1164.0,4.673,242.3,0.8484,0.0
90.77,31.28,49.48,3.031,79.62,0.6058,123.4,0.9481,0.0
63.87,60.37,161.7,-0.6474,37.82,0.49,145.2,0.1456,0.0
88.5,16.98,90.7,1.64,44.52,0.898,85.08,1.246,0.0
88.75,20.9,87.55,-0.6639,368.1,4.562,76.34,0.9401,1.0
91.43,25.97,38.65,-0.512,345.5,3.6919999999999997,189.4,0.4496,1.0
90.98,21.86,122.4,0.1489,147.7,2.356,111.1,0.8931,1.0
90.83,20.68,149.6,1.149,196.2,1.446,173.7,0.2135,0.0
68.64,27.16,386.3,-0.183,1215.0,4.104,426.9,0.3907,0.0
89.98,18.08,151.7,-0.3164,893.7,5.395,247.9,0.8633,1.0
85.0,23.71,93.95,2.19,371.6,4.127,137.9,1.028,1.0
91.8,25.55,178.7,0.7542,745.2,4.872,164.3,0.5369,1.0
95.02,12.04,34.24,0.2129,492.9,5.346,74.18,1.311,1.0
87.56,35.04,134.3,-1.9340000000000002,327.1,3.373,143.8,0.3729,0.0
95.93,25.27,168.3,1.889,243.8,0.9529,313.8,0.4761,1.0
49.95,31.42,153.4,-0.8724,43.29,0.6823,139.5,1.035,0.0
90.45,18.65,126.0,-0.5633,917.9,5.61,113.2,0.9891,1.0
97.31,13.22,271.5,-0.43,450.4,2.364,370.9,0.4485,1.0
85.68,28.72,114.0,1.8619999999999999,259.8,2.1790000000000003,169.6,0.6131,1.0
91.88,32.14,7.228,-3.103,96.94,1.325,132.4,3.2760000000000002,0.0
91.66,25.61,257.4,-1.15,1365.0,5.019,256.6,0.4508,1.0
91.97,22.03,167.5,0.9599,661.1,4.12,243.5,0.7162,0.0
78.79,34.38,38.24,2.968,86.16,1.578,95.69,2.017,0.0
90.15,24.65,128.7,0.651,265.1,2.638,160.0,0.765,0.0
91.25,32.32,184.3,-0.585,411.1,2.535,309.8,0.141,0.0
88.39,14.81,93.55,1.2309999999999999,55.16,1.416,68.14,0.8004,0.0
82.46,36.93,77.79,-1.824,59.34,0.4793,118.6,0.3385,0.0
75.99,32.68,82.43,-0.2361,39.79,0.885,92.54,1.4140000000000001,0.0
59.64,31.97,101.7,0.5959,292.5,2.89,157.5,1.587,0.0
94.17,25.47,280.5,-0.9291,890.6,4.118,351.1,0.2294,1.0
91.89,15.01,102.1,1.699,75.56,1.564,86.57,1.33,0.0
90.95,30.59,226.6,-0.7483,127.8,1.119,231.5,0.2829,0.0
94.06,24.12,55.75,0.08409,214.3,2.877,121.0,1.0170000000000001,0.0
68.42,41.58,325.4,1.485,125.5,0.5372,486.9,0.134,0.0
90.01,24.26,242.4,0.8476,3394.0,5.694,516.3,0.4392,1.0
91.11,29.86,81.59,0.02396,23.16,0.2115,76.64,0.4658,0.0
93.78,28.84,59.86,2.042,223.8,3.568,105.0,0.9133,0.0
91.04,21.38,33.7,-1.238,535.9,4.93,91.18,2.225,1.0
88.76,34.09,86.3,-0.04778,282.1,3.3939999999999997,136.5,0.605,1.0
91.49,20.57,228.5,1.735,1370.0,5.75,252.5,0.5258,1.0
89.99,15.17,120.8,-0.7329,345.3,3.9389999999999996,142.7,0.5567,1.0
90.82,33.44,23.37,-2.65,200.3,2.34,168.1,1.202,1.0
84.9,17.41,128.4,-0.8391,331.5,3.7239999999999998,119.1,3.377,1.0
88.66,28.31,14.95,-1.2919999999999998,775.2,5.425,102.5,2.795,1.0
89.95,26.82,58.87,-1.7409999999999999,182.9,2.722,125.1,0.7752,0.0
91.36,24.49,153.0,-0.8041,117.3,1.261,161.2,0.6102,0.0
90.14,20.02,125.6,-0.845,597.9,1.4369999999999998,605.7,2.458,0.0
88.96,27.65,57.32,-0.6024,166.0,1.764,168.1,0.4149,1.0
89.38,24.35,156.8,-1.3090000000000002,427.5,3.76,152.1,0.6285,1.0
